Name,Category,NOM ,Agave Type ,Agave Region ,Region ,Cooking ,Extraction ,Water Source ,Fermentation ,Distillation ,Still ,Aging ,ABV/Proof ,Other ,N_Ratings,PanelScore,ComScore,Agave (cooked),Caramel,Oak,Vanilla,Butter,Pepper (black),Fruity,Citrus,Olive,Dried Fruit,Orange,Lime,Smoke,Minerals,Earth,Anise,Brine/Salt,Cinnamon,Vegetal,Mint,Flowers,Herbal,Grass,White Pepper,Chocolate,Alcohol,Tobacco,Butterscotch,Honey,Leather,Nuts,Cream Soda,Pear,Raisin,Cherries (dried),Nutmeg,Tropical Fruits,Lactic,Whiskey,Cherry,Melon,Bell Pepper,Baking Spice,Almond,Pineapple,Pitted Fruit,Licorice,Agave (raw),Apple,Banana,Molasses,Maple,Barrel Spice,Peach,Toffee,Grapefruit,Mocha,Berry,Cocoa,Hazelnut,Clove,Plum,Nuts (Roasted),Coffee,Pinecone,Lemon,Yeast/Dough,Black Tea,Cedar,Pine Tree,Celery,Orange Blossom,Coconut,Tangerine,Prune,Orange Peel,Jalapeño,Wet Earth,Grass (cut),Grass (wet),Apple (green),Grapes,Wood Bark,Allspice,Mushroom,Charcoal,Rosemary,Cake Batter,Dill,Jasmine,Lavender,Spearmint,Cider,Astringent,Hay,Damiana,Solvent,Vinegar,Moss,Lemongrass,Chamomile,Peppermint,Medicinal,Rose,Wet Cement,Plastic,Oregano,Walnut,Sage,Toasted Bread,Fruit (fake),Wood Shavings,Thyme,Tamarind,Baby Oil,Musty,Artichoke,Metallic,Caraway Seed,Rubber,Varnish,Resin,Sawdust,Soap,Basil,Mild Ammonia,Sour Milk,Strawberry,Parsley,Artificial Sweetener,Acetone,Hominy,Baking Soda,Petrol,Limestone,Sulfur,Chlorine
El Gran Jubileo Reposado,Reposado,1445,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,15,83,83,2,3,,4,2,4,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
1921 Añejo,Añejo,1499  (Previously 1535 ),Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Whisky barrels Used barrels Single Barrel,40% abv (80-proof),-,123,83,83,11,,2,6,2,7,,,1,,,,2,,,,,,,,,,,2,,1,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galindo Tequila Reposado,Reposado,1517,Tequilana Weber,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,4,83,83,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Matias Gran Reserva (US),Extra Añejo,1103,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,French Oak barrels American White Oak barrels New barrels,40% abv (80-proof),-,364,83,83,23,25,21,18,,15,,,,,,,,,,,,5,,,,,,,,9,,10,5,5,,,,,,,,,15,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Reposado,Reposado,1499  (Previously 1535 1079 ),Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks Classical music,2x distilled,Stainless Steel Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),Aeration Charcoal filtration,162,83,83,17,3,9,10,,7,2,,,,,,,,,,,4,,,1,,,,,3,,,4,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cimarron Tequila Añejo Cristalino,Añejo Cristalino,1146,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (low pressure),Roller Mill Screw Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Column,American White Oak barrels Used barrels,35% abv (70 proof),No additives,2,83,82,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aha Yeto Extra Anejo Artesenal,Extra Añejo,1548,Tequilana Weber,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,15,83,82,2,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azteca Azul Tequila Plata,Añejo,1424  (Previously 1456 1610 ),Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,18,83,82,1,,,,,2,,3,,,,,,1,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
Dos Erres Añejo,Añejo,1465,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,35-39% abv (70-78 proof),-,2,83,82,1,,1,1,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cimarron Reposado,Reposado,1146,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (low pressure),Screw Mill Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Column,American White Oak barrels,40% abv (80-proof),No additives,193,83,82,25,10,18,13,,19,,,,,,,,,7,,,11,8,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonala Añejo,Añejo,1472,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,41,83,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voodoo Tiki Reposado,Reposado,1068,Tequilana Weber,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,15,83,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azuñia Reposado,Reposado,1426  (Previously 1503 ),Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Natural Yeast Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels,40% abv (80-proof),Charcoal filtration Organic,196,83,82,17,18,11,7,9,6,,,,,,,4,,,,,5,,,,,,,,,,4,5,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Azulejos Silver,Blanco,1472,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,20,83,82,2,,,,1,2,,1,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calle 23 Blanco,Blanco,1545  (Previously 1529 1433 ),Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (low pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),Rested in stainless steel,137,83,82,20,,,5,4,18,,6,,,,,,,,,,5,5,,,,5,,,5,,,,,,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campo Azul Selecto Añejo,Añejo,1416,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels Whisky barrels Used barrels,35-39% abv (70-78 proof) 40% abv (80-proof),-,47,83,81,4,3,3,3,1,2,,1,,,,1,1,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Ramon Reserva Resposado,Reposado,1602  (Previously 1420 1590 1417 ),Tequilana Weber,-,Jalisco (Ciénega),Acid-Thermal Hydrolysis,Diffuser,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Column,American White Oak barrels,35-39% abv (70-78 proof) 40% abv (80-proof),-,26,83,81,,,2,2,,3,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrón Cask Collection Sherry Añejo (2021),Añejo,1492,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation with fibers Fermentation without fibers,2x distilled,Copper Pot,Sherry casks,40% abv (80-proof),No additives,139,83,80,11,6,11,6,,3,4,,,4,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Blue Nectar Añejo Founder’s Blend,Añejo,1459,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation with fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels Whisky barrels Used barrels Bourbon barrels,40% abv (80-proof),Blended batches,31,83,80,5,,2,2,,2,,1,,,,,,,,,,,,,,,,,,1,2,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Herradura Colección de la Casa Reserva 2013 Reposado,Reposado,1119,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Natural spring water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels Cognac casks Used barrels,40% abv (80-proof),-,10,83,80,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristeros Tequila Reposado,Reposado,1590  (Previously 1420 ),Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (low pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,7,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trago Tequila Añejo,Añejo,1474,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Wood fermentation tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,16,83,80,2,,1,,,1,,,,,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserva del Señor Añejo,Añejo,1124,Tequilana Weber,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,55,83,80,3,4,2,2,,4,2,1,,,,,,,,,,,,,1,,,,,1,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dos Armadillos Añejo,Añejo,1558,Tequilana Weber,-,Jalisco (Southeast),Autoclave (high pressure),Roller Mill,Natural spring water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels,40% abv (80-proof),-,90,83,80,8,6,5,8,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,2,,,,,,,,,,,3,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
El Conde Azul Añejo,Añejo,1533  (Previously 1490 ),Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,8,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmesí Reposado,Reposado,1103,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,-,40% abv (80-proof) 35-39% abv (70-78 proof),Aeration,35,83,80,3,2,1,1,,1,,,,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Caballito Cerrero Blanco,Blanco,1433,Tequilana Weber,-,Jalisco (Ciénega),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,38,83,80,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila 512 Añejo,Añejo,1137,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,18,83,79,2,,1,,1,3,,,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Tesoro de Mi Tierra Añejo,Añejo,1547,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),-,6,83,79,1,,,2,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulce Vida Añejo,Añejo,1443  (Previously 1360 1566 ),Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,Whisky barrels Single Barrel,50% abv (100-proof),Organic,119,83,79,7,5,9,4,,2,,,,,,,,2,2,,,2,,,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aha Toro Reposado,Reposado,1548  (Previously 1079 ),Tequilana Weber,-,Jalisco (Los Altos Southern),Autoclave (high pressure) Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,62,83,79,5,2,3,2,1,2,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
3 Amigos Reposado,Reposado,1570  (Previously 1499 ),Tequilana Weber,-,Jalisco (Ciénega),-,-,-,-,-,-,-,-,-,97,83,79,8,5,5,7,1,6,,,,2,,,,,2,,,,,,,,,,2,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alderete Reposado,Reposado,1414,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,19,83,78,2,,1,2,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mañana Reposado,Reposado,1477  (Previously 1414 1466 1560 ),Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,40% abv (80-proof),-,48,83,78,6,3,,,2,7,,1,,,,,2,,2,,,2,,,,,2,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teremana Tequila Añejo,Añejo,1613,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),-,47,83,77,2,5,,8,2,2,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila 512 Reposado,Reposado,1137,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,Used barrels Bourbon barrels,40% abv (80-proof),Aeration,30,83,77,3,2,2,,,4,,1,,,,,,,2,,,,1,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sangre de Vida Reposado Tequila,Reposado,1137  (Previously 1438 ),Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,55% abv (110-proof),-,10,83,77,2,,1,,1,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gran Reserva de Don Alberto Blanco,Blanco,1477,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,18,83,76,7,,,1,,4,1,1,,,,,8,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decada Tequila Silver,Blanco,1433  (Previously 1545 ),Tequilana Weber,-,Jalisco (Ciénega),Autoclave (low pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,14,83,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casta Pasión Reposado,Reposado,1173,Tequilana Weber,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,15,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Don Ramon Reserva Silver,Blanco,1602  (Previously 1420 1590 1417 ),Tequilana Weber,-,Jalisco (Ciénega),Acid-Thermal Hydrolysis,Diffuser,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Column,-,35-39% abv (70-78 proof) 40% abv (80-proof),-,9,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Tesoro de Mi Tierra Blanco,Blanco,1547,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,14,83,75,3,1,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Embajador Premium Reposado,Reposado,1509,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,French Oak barrels American White Oak barrels,40% abv (80-proof),-,33,83,75,6,5,6,5,,5,,2,,,,,,,,,,6,3,,,,,2,,,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mala Vida Reposado,Reposado,1588  (Previously 1577 ),Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (low pressure),Roller Mill,Natural spring water,100% agave Stainless steel tanks Classical music Fermentation without fibers,2x distilled,Stainless Steel Pot,French Oak barrels American White Oak barrels,40% abv (80-proof),No additives,12,83,74,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma Tequila Silver,Blanco,1107,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,45,83,74,2,,,1,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandolon Añejo,Añejo,1524,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,3,83,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
